scriptName,time,crash,errorMessage
"hashing-baseline-for-image-retrieval/cifar10_10class_visualization.m",0.0554923,1,Unable to find file or directory 'cifar-10-batches-mat/data_batch_1.mat'.
"hctsa/install.m",-1,NaN,
"hctsa/Calculation/sample_runscript_sql.m",0.035203,1,
"hctsa/Database/SQL_ChangeDatabase.m",-1,NaN,
"hctsa/Database/SQL_CreateAllTables.m",0.0268663,1,
"hctsa/Database/SQL_CreateDatabase.m",-1,NaN,
"hctsa/Database/SQL_Reset.m",0.0263677,1,
"hctsa/Database/install_database.m",-1,NaN,
"hctsa/PeripheryFunctions/AddJavaClassPathInfoDynamics.m",0.0233491,1,Array indices must be positive integers or logical values.
"hctsa/PeripheryFunctions/MakeTableOfFunctions.m",0.0243284,1,Invalid file identifier. Use fopen to generate a valid file identifier.
"hctsa/Toolboxes/compile_mex.m",0.080259,1,"An error occurred while compiling ML_Fastdfa_core C code.
It appears that mex is not set up to work on this system (cf. 'doc mex' and 'mex -setup').
Get 'mex ML_fastdfa_core.c' to work, and then re-run compile_mex.m"
"hctsa/Toolboxes/OpenTSTOOL/tstoolInit.m",0.743748,0,
"hctsa/Toolboxes/OpenTSTOOL/mex-dev/Lyapunov/run.m",0.0284271,1,Execution of script chaosys as a function is not supported:
C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\hctsa\Toolboxes\OpenTSTOOL\tstoolbox\mex\chaosys.m
"hctsa/Toolboxes/OpenTSTOOL/tstoolbox/demos/tsdemo.m",-1,NaN,
"hctsa/Toolboxes/OpenTSTOOL/tstoolbox/demos/tsdemo2.m",-1,NaN,
"hctsa/Toolboxes/gpml/doc/demoClassification.m",-1,NaN,
"hctsa/Toolboxes/gpml/doc/demoGrid.m",-1,NaN,
"hctsa/Toolboxes/gpml/doc/demoRegression.m",-1,NaN,
"hctsa/Toolboxes/gpml/doc/usageClassification.m",-1,NaN,
"hctsa/Toolboxes/gpml/doc/usageCov.m",-1,NaN,
"hctsa/Toolboxes/gpml/doc/usageLik.m",-1,NaN,
"hctsa/Toolboxes/gpml/doc/usageMean.m",-1,NaN,
"hctsa/Toolboxes/gpml/doc/usagePrior.m",-1,NaN,
"hctsa/Toolboxes/gpml/doc/usageRegression.m",-1,NaN,
"hctsa/Toolboxes/gpml/doc/usageSampling.m",-1,NaN,
"hctsa/Toolboxes/gpml/util/make.m",0.1774032,1,"Supported compiler not detected. You can install the freely available MinGW-w64 C/C++ compiler; see <a href=""matlab: helpview([docroot '/matlab/helptargets.map'],'install_mingw')"">Install MinGW-w64 Compiler</a>. For more options, visit <a href=""https://www.mathworks.com/support/compilers"">https://www.mathworks.com/support/compilers</a>."
"kalibr_allan/matlab/SCRIPT_allan_matparallel.m",0.2048241,1,Unable to find file or directory '../data/imu_visensor.mat'.
"kalibr_allan/matlab/SCRIPT_process_results.m",0.3043657,1,Unable to find file or directory '../data/bags/results_20180206T140217.mat'.
"lrslibrary/demo.m",4.3605692,1,C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\lrslibrary\libs\vlfeat\toolbox\vl_setup not found.
"machine-learning-coursera-1/Week 2 Assignments/Linear Regression with Multiple Variables/mlclass-ex1/ex1.m",-1,NaN,NaN
"machine-learning-coursera-1/Week 2 Assignments/Linear Regression with Multiple Variables/mlclass-ex1/ex1_multi.m",-1,NaN,NaN
"machine-learning-coursera-1/Week 3 Assignments/Logistic Regression and Regularization/mlclass-ex2/ex2.m",-1,NaN,NaN
"machine-learning-coursera-1/Week 3 Assignments/Logistic Regression and Regularization/mlclass-ex2/ex2_reg.m",-1,NaN,NaN
"machine-learning-coursera-1/Week 4 Assignments/Multi-class Classification and Neural Networks/mlclass-ex3/ex3.m",-1,NaN,NaN
"machine-learning-coursera-1/Week 4 Assignments/Multi-class Classification and Neural Networks/mlclass-ex3/ex3_nn.m",-1,NaN,NaN
"machine-learning-coursera-1/Week 5 Assignments/Neural Network Learning/mlclass-ex4/ex4.m",-1,NaN,NaN
"machine-learning-coursera-1/Week 6 Assignments/Regularized Linear Regression and Bias,Variance/mlclass-ex5-005/mlclass-ex5/ex5.m",-1,NaN,NaN
"machine-learning-coursera-1/Week 7 Assignments/Support Vector Machines/mlclass-ex6/ex6.m",-1,NaN,NaN
"machine-learning-coursera-1/Week 7 Assignments/Support Vector Machines/mlclass-ex6/ex6_spam.m",-1,NaN,NaN
"machine-learning-coursera-1/Week 7 Assignments/Support Vector Machines/mlclass-ex6/getVocabList.m",0.0292221,0,
"machine-learning-coursera-1/Week 8 Assignments/K-Means Clustering and PCA/mlclass-ex7/ex7.m",-1,NaN,NaN
"machine-learning-coursera-1/Week 8 Assignments/K-Means Clustering and PCA/mlclass-ex7/ex7_pca.m",-1,NaN,NaN
"machine-learning-coursera-1/Week 9 Assignments/Anomaly Detection and Recommender Systems/mlclass-ex8/ex8.m",-1,NaN,NaN
"machine-learning-coursera-1/Week 9 Assignments/Anomaly Detection and Recommender Systems/mlclass-ex8/ex8_cofi.m",-1,NaN,NaN
"machine-learning-coursera-1/Week 9 Assignments/Anomaly Detection and Recommender Systems/mlclass-ex8/loadMovieList.m",0.0485249,0,
"machine-learning-octave/anomaly-detection/demo.m",-1,NaN,NaN
"machine-learning-octave/k-means/demo.m",-1,NaN,NaN
"machine-learning-octave/linear-regression/demo.m",-1,NaN,NaN
"machine-learning-octave/logistic-regression/demo.m",-1,NaN,NaN
"machine-learning-octave/neural-network/demo.m",-1,NaN,NaN
"matlab2tikz/src/private/errorUnknownEnvironment.m",0.4379597,1,"Unknown environment ""MATLAB"". Need MATLAB(R) or Octave."
"matlab2tikz/src/private/getEnvironment.m",0.050874,0,
"matlab2tikz/test/examples/example_bar_plot.m",1.1701338,1,Undefined function 'matlab2tikz' for input arguments of type 'matlab.ui.Figure'.
"matlab2tikz/test/examples/example_quivers.m",0.2567339,0,
"matlab2tikz/test/private/StreamMaker.m",0.032668,0,
"matlab2tikz/test/private/getEnvironment.m",0.2033601,0,
"matlab2tikz/test/private/initializeGlobalState.m",5.0944469,0,
"matlab2tikz/test/suites/private/getEnvironment.m",0.2631638,0,
"mexopencv/opencv_contrib/samples/BackgroundSubtractorDemo.m",0.5158192,1,Unable to resolve the name 'cv.BackgroundSubtractorMOG'.
"mexopencv/opencv_contrib/samples/SIFT_detector.m",0.0830872,1,Unable to resolve the name 'cv.imread'.
"mexopencv/opencv_contrib/samples/SURF_descriptor.m",0.085913,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/SURF_detector.m",0.0809691,1,Unable to resolve the name 'cv.imread'.
"mexopencv/opencv_contrib/samples/aruco_calibrate_camera_charuco_demo.m",0.0888597,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/opencv_contrib/samples/aruco_calibrate_camera_demo.m",0.0876906,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/opencv_contrib/samples/aruco_create_board_charuco_demo.m",0.0789182,1,Unable to resolve the name 'cv.drawCharucoBoard'.
"mexopencv/opencv_contrib/samples/aruco_create_board_demo.m",0.0785612,1,Unable to resolve the name 'cv.drawPlanarBoard'.
"mexopencv/opencv_contrib/samples/aruco_create_diamond_demo.m",0.0770407,1,Unable to resolve the name 'cv.drawCharucoDiamond'.
"mexopencv/opencv_contrib/samples/aruco_create_marker_demo.m",0.073084,1,Unable to resolve the name 'cv.drawMarkerAruco'.
"mexopencv/opencv_contrib/samples/aruco_detect_board_charuco_demo.m",0.0857967,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/opencv_contrib/samples/aruco_detect_board_demo.m",0.0942611,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/opencv_contrib/samples/aruco_detect_diamonds_demo.m",0.08322,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/opencv_contrib/samples/aruco_detect_markers_demo.m",0.0794169,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/opencv_contrib/samples/bgsegm_synthetic_seq_demo.m",0.0896258,1,Unable to resolve the name 'cv.BackgroundSubtractorGSOC'.
"mexopencv/opencv_contrib/samples/color_balance_demo.m",0.0824642,1,Unable to resolve the name 'cv.imread'.
"mexopencv/opencv_contrib/samples/computeSaliency_demo.m",0.0857316,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/dataset_mnist_demo.m",0.1027821,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/descriptor_extractor_brief_demo.m",0.0749735,1,Unable to resolve the name 'cv.imread'.
"mexopencv/opencv_contrib/samples/disparity_filtering_demo.m",0.096542,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/dnn_img_classify_demo.m",0.0797414,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/dnn_objdetect_demo.m",0.081014,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/face_swapping_demo.m",0.0974499,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/facemark_aam_train_demo.m",0.0901124,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/facemark_kazemi_detect_img_demo.m",0.0859929,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/facemark_kazemi_detect_vid_demo.m",0.0821531,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/facemark_kazemi_train2_demo.m",0.082848,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/facemark_kazemi_train_config_demo.m",0.0777103,1,Unable to resolve the name 'cv.FileStorage'.
"mexopencv/opencv_contrib/samples/facemark_kazemi_train_demo.m",0.0852994,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/facemark_lbf_fitting_demo.m",0.0789838,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/facemark_lbf_train_demo.m",0.0879253,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/facerec_demo.m",0.0885479,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/fast_hough_transform_demo.m",0.0789589,1,Unable to resolve the name 'cv.imread'.
"mexopencv/opencv_contrib/samples/fld_lines_demo.m",0.0824159,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/fourier_descriptors_demo_gui.m",0.1303624,1,Unable to resolve the name 'mexopencv.isOctave'.
"mexopencv/opencv_contrib/samples/gms_matcher_img_demo.m",0.0914021,1,Unable to resolve the name 'cv.ORB'.
"mexopencv/opencv_contrib/samples/gms_matcher_vid_demo.m",0.0824973,1,Unable to resolve the name 'cv.ORB'.
"mexopencv/opencv_contrib/samples/gpc_demo.m",0.1025816,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/graphsegmentation_demo.m",0.0947867,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/hfs_segment_demo.m",0.0811125,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/line_extraction_demo.m",0.0971506,1,Unable to resolve the name 'mexopencv.isOctave'.
"mexopencv/opencv_contrib/samples/line_matching_demo.m",0.0924661,1,Unable to resolve the name 'cv.imread'.
"mexopencv/opencv_contrib/samples/line_radius_matching_demo.m",0.0932663,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/niblack_thresholding_demo.m",0.0961797,1,Unable to resolve the name 'mexopencv.isOctave'.
"mexopencv/opencv_contrib/samples/optical_flow_evaluation_demo.m",0.0958273,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/peilin_demo.m",0.0825333,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/plotting_demo.m",0.1345849,1,Unable to resolve the name 'cv.Plot2d'.
"mexopencv/opencv_contrib/samples/retina_demo.m",0.0945148,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/opencv_contrib/samples/structured_edge_detection_demo.m",0.0936707,1,Unable to resolve the name 'cv.imread'.
"mexopencv/opencv_contrib/samples/superpixels_demo.m",0.0980142,1,Unable to resolve the name 'cv.imread'.
"mexopencv/opencv_contrib/samples/textboxes_demo.m",0.0882556,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/opencv_contrib/samples/textboxes_dnn_demo.m",0.0948889,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/FileStorage_demo.m",0.1371203,1,Unable to resolve the name 'cv.FileStorage'.
"mexopencv/samples/RotatedRect_demo.m",0.0890686,1,Unable to resolve the name 'cv.RotatedRect.points'.
"mexopencv/samples/akaze_match_demo.m",0.1041744,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/asift_demo.m",0.1025915,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/backproject_demo_gui.m",0.0915825,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/caffe_googlenet_demo.m",0.0964822,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/calibration_capture_demo.m",0.0953721,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/samples/calibration_demo.m",0.1237403,1,Unable to resolve the name 'cv.glob'.
"mexopencv/samples/calibration_pose_demo.m",0.0886072,1,"calibration result not found, run calibration_demo.m first"
"mexopencv/samples/camshift_track_demo.m",0.0956608,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/samples/capture_demo_gui.m",0.0940993,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/samples/classification_demo.m",0.0478424,1,Unable to resolve the name 'cv.ANN_MLP'.
"mexopencv/samples/cloning_demo.m",0.0539912,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/contours2_demo.m",0.0624468,1,Unable to resolve the name 'cv.line'.
"mexopencv/samples/contours_demo.m",0.0521029,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/contours_hierarchy_demo.m",0.0474167,1,Unable to resolve the name 'cv.rectangle'.
"mexopencv/samples/convexhull_demo.m",0.0426934,1,Unable to resolve the name 'cv.convexHull'.
"mexopencv/samples/create_mask_ipt_demo.m",0.0382456,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/dbt_face_detection_demo.m",0.0357328,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/delaunay2_demo.m",0.0726126,1,Unable to resolve the name 'cv.Subdiv2D'.
"mexopencv/samples/descriptors_compute_match_demo.m",0.0410463,1,Unable to resolve the name 'cv.imread'.
"mexopencv/samples/detect_blob_demo.m",0.0421006,1,Unable to resolve the name 'cv.imread'.
"mexopencv/samples/dft_demo.m",0.0375616,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/dnn_face_detector.m",0.041062,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/dnn_face_recognition.m",0.0479459,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/dnn_style_transfer.m",0.0419681,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/draw_text_demo.m",0.040772,1,Unable to resolve the name 'cv.getTextSize'.
"mexopencv/samples/drawing_basic_demo.m",0.0418097,1,Unable to resolve the name 'cv.ellipse'.
"mexopencv/samples/drawing_demo.m",1.6051819,1,Unable to resolve the name 'cv.line'.
"mexopencv/samples/em_demo.m",0.0628168,1,Unable to resolve the name 'mexopencv.isOctave'.
"mexopencv/samples/epipolar_geometry_demo.m",0.0361263,1,Unable to resolve the name 'cv.imread'.
"mexopencv/samples/face_eyes_detect_demo.m",0.0373124,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/facedetect.m",0.0334011,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/fback_demo.m",0.0324121,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/samples/fcn_semsegm_demo.m",0.0359664,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/feature_detector_fast_demo.m",0.0334693,1,Unable to resolve the name 'cv.imread'.
"mexopencv/samples/feature_homography_demo.m",0.0375293,1,Unable to resolve the name 'cv.imread'.
"mexopencv/samples/file_storage_demo.m",0.0430949,1,Unable to resolve the name 'cv.FileStorage'.
"mexopencv/samples/fitline_demo_gui.m",0.0472966,1,Unable to resolve the name 'mexopencv.isOctave'.
"mexopencv/samples/floodfill_demo.m",0.0373628,1,Unable to resolve the name 'cv.rectangle'.
"mexopencv/samples/gabor_demo.m",0.0335663,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/gausian_median_blur_bilateral_filter.m",0.0780106,0,
"mexopencv/samples/gaussian_mix_demo.m",0.0389679,1,Unable to resolve the name 'mexopencv.require'.
"mexopencv/samples/generalContours_demo1.m",0.0352471,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/generalContours_demo2.m",0.0345864,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/generalized_hough_demo.m",0.0339626,1,Unable to resolve the name 'cv.imread'.
"mexopencv/samples/generic_corner_detector_demo.m",0.0441472,1,Unable to resolve the name 'cv.imread'.
"mexopencv/samples/hdr_imaging_demo.m",0.0439695,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/histogram_2d_demo.m",0.036763,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/histogram_calculation_demo.m",0.036277,1,Unable to resolve the name 'cv.imread'.
"mexopencv/samples/histogram_comparison_demo.m",0.0370237,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/histogram_equalization_demo.m",0.0360173,1,Unable to resolve the name 'cv.imread'.
"mexopencv/samples/hitmiss_demo.m",0.0661493,1,Unable to resolve the name 'cv.copyMakeBorder'.
"mexopencv/samples/hough_circles_demo.m",0.0326606,1,Unable to resolve the name 'mexopencv.isOctave'.
"mexopencv/samples/hough_lines_demo.m",0.0348354,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/image_alignment_demo.m",0.0364841,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/image_bitwise_demo.m",0.0320765,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/kalman_demo.m",2.2228948,1,Unable to resolve the name 'cv.KalmanFilter'.
"mexopencv/samples/kmeans_color_quantize_demo.m",0.0342075,1,Unable to resolve the name 'cv.imread'.
"mexopencv/samples/kmeans_demo.m",0.0619647,1,Unable to resolve the name 'mexopencv.isOctave'.
"mexopencv/samples/knn_demo.m",0.0372686,1,Unable to resolve the name 'mexopencv.require'.
"mexopencv/samples/knn_ocr_digits_demo.m",0.0345297,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/knn_ocr_letters_demo.m",0.0372014,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/laplace_demo_gui.m",0.0340087,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/samples/laplace_operator_demo.m",0.033311,1,Unable to resolve the name 'cv.imread'.
"mexopencv/samples/lk_homography_demo.m",0.0367904,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/samples/lk_track_demo.m",0.0394896,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/samples/logistic_regression_demo.m",0.0349999,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/lsd_lines_demo.m",0.0321865,1,Unable to resolve the name 'cv.imread'.
"mexopencv/samples/lucas_kanade_demo.m",0.0354,1,Unable to resolve the name 'mexopencv.require'.
"mexopencv/samples/mask_tmpl_demo.m",0.0344801,1,Unable to resolve the name 'mexopencv.isOctave'.
"mexopencv/samples/minarea_demo.m",0.0373228,1,Unable to resolve the name 'cv.minAreaRect'.
"mexopencv/samples/ml_demo.m",0.0372921,1,Unable to resolve the name 'cv.createConcentricSpheresTestSet'.
"mexopencv/samples/morphology_demo_3.m",0.0375826,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/mouse_and_match_demo.m",0.0368258,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/mser_demo.m",0.0329464,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/samples/non_local_means_demo.m",0.039039,1,Unable to resolve the name 'cv.imread'.
"mexopencv/samples/npr_demo.m",0.0374298,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/opt_flow_demo.m",0.0407719,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/samples/orb_demo.m",0.0335694,1,Unable to resolve the name 'cv.imread'.
"mexopencv/samples/pca_demo.m",0.0319087,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/pca_intro_demo.m",0.0337887,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/peopledetect_demo.m",0.0355668,1,Unable to resolve the name 'cv.HOGDescriptor'.
"mexopencv/samples/phase_corr_demo.m",0.0334954,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/samples/plane_tracker_demo.m",0.0342368,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/pointPolygonTest_demo.m",0.0344453,1,Unable to resolve the name 'cv.line'.
"mexopencv/samples/points_polygon_demo.m",0.0087645,1,Unable to resolve the name 'cv.pointPolygonTest'.
"mexopencv/samples/polar_transforms_demo.m",0.0340035,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/samples/pyramids_blending.m",0.035961,1,Unable to resolve the name 'cv.imread'.
"mexopencv/samples/pyrlk_optical_flow_demo.m",0.0335289,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/samples/remap_demo.m",0.0330181,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/remap_fun_demo.m",0.0693751,1,Unable to resolve the name 'cv.remap'.
"mexopencv/samples/rgba_png_demo.m",0.048556,1,Unable to resolve the name 'cv.imwrite'.
"mexopencv/samples/segment_objects_demo.m",0.0392307,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/shape_context_demo.m",0.0341301,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/smiledetect_demo.m",0.0371312,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/smoothing_demo.m",0.0326509,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/sobel_derivatives_demo.m",0.0349437,1,Unable to resolve the name 'cv.imread'.
"mexopencv/samples/squares_detector_demo.m",0.0403066,1,Unable to resolve the name 'cv.glob'.
"mexopencv/samples/stereo_calibration_demo.m",0.0501474,1,Unable to resolve the name 'cv.glob'.
"mexopencv/samples/stereo_match_demo.m",0.0387085,1,Unable to resolve the name 'cv.imread'.
"mexopencv/samples/stitching_demo.m",0.036318,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/stitching_detailed_demo.m",0.0628528,1,Unable to resolve the name 'mexopencv.require'.
"mexopencv/samples/super_resolution_demo.m",0.0416778,1,Unable to resolve the name 'cv.SuperResolution'.
"mexopencv/samples/svm_hog_ocr_digits_demo.m",0.0410973,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/svm_intro_demo.m",0.0445724,1,Unable to resolve the name 'mexopencv.isOctave'.
"mexopencv/samples/synth_video_demo.m",0.0335538,1,Undefined function 'createVideoCapture' for input arguments of type 'double'.
"mexopencv/samples/texture_flow_demo.m",0.0336084,1,Unable to resolve the name 'mexopencv.root'.
"mexopencv/samples/thresholding_demo.m",0.1123544,1,Unable to resolve the name 'cv.threshold'.
"mexopencv/samples/train_svmsgd_demo_gui.m",0.0431588,1,Unable to resolve the name 'mexopencv.isOctave'.
"mexopencv/samples/turing_patterns_demo.m",0.9991332,1,Unable to resolve the name 'cv.VideoWriter'.
"mexopencv/samples/tvl1_optical_flow_demo.m",0.0402943,1,Unable to resolve the name 'cv.imread'.
"mexopencv/samples/video_write_demo.m",0.0332015,1,Unable to resolve the name 'cv.VideoCapture'.
"mexopencv/samples/videostab_demo.m",0.0479942,1,Unable to resolve the name 'mexopencv.require'.
"mexopencv/samples/warp_affine_demo.m",0.0372172,1,Unable to resolve the name 'cv.imread'.
"mexopencv/samples/watershed_segmentation_demo.m",0.0344112,1,Unable to resolve the name 'mexopencv.root'.
"netvlad/demo.m",0.0444917,1,Unrecognized function or variable 'localPaths'.
"netvlad/demoRetrieval.m",0.0339169,1,Unrecognized function or variable 'localPaths'.
"omniglot/matlab/demo.m",-1,NaN,NaN
"quadrotor/control/runsim.m",1.9570497,0,
"quadrotor/traj_planning/init_script.m",0.044024,1,Unrecognized function or variable 'map'.
"quadrotor/traj_planning/runsim.m",1.8724105,0,
"rcnn/experiments/rcnn_exp_bbox_reg_train_and_test.m",0.0573309,1,Unable to change current folder to 'C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\rcnn\experiments\.\datasets\VOCdevkit2007' (Name is nonexistent or not a folder).
"rcnn/experiments/rcnn_exp_train_and_test.m",0.0446643,1,Unable to change current folder to 'C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\rcnn\experiments\.\datasets\VOCdevkit2007' (Name is nonexistent or not a folder).
"rcnn/experiments/rcnn_run_pool5_explorer.m",0.0431531,1,Unable to change current folder to 'C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\rcnn\experiments\.\datasets\VOCdevkit2007' (Name is nonexistent or not a folder).
"rcnn/utils/test_2010_from_2012.m",0.0441645,1,Unable to change current folder to 'C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\rcnn\utils\.\datasets\VOCdevkit2012' (Name is nonexistent or not a folder).
"rcnn/utils/verify_caffe_crops.m",0.0477351,1,Unable to find file or directory '~/working/caffe-rbg/matlab/caffe/ilsvrc_2012_mean.mat'.
"refinenet/libs/matconvnet/examples/imagenet/cnn_imagenet_camdemo.m",0.8750759,1,Undefined function 'webcam' for input arguments of type 'double'.
"refinenet/libs/matconvnet/examples/imagenet/cnn_imagenet_googlenet.m",0.0395956,1,Unable to change current folder to 'C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\refinenet\libs\matconvnet\examples\imagenet\matlab' (Name is nonexistent or not a folder).
"refinenet/libs/matconvnet/examples/imagenet/cnn_imagenet_minimal.m",2.4428751,1,Execution of script vl_nnconv as a function is not supported:
C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\refinenet\libs\matconvnet\matlab\vl_nnconv.m
"refinenet/libs/matconvnet/examples/mnist/cnn_mnist_experiments.m",7.1776404,1,Execution of script vl_nnconv as a function is not supported:
C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\refinenet\libs\matconvnet\matlab\vl_nnconv.m
"refinenet/libs/matconvnet/examples/vggfaces/cnn_vgg_faces.m",67.2412979,1,Unable to find file or directory 'data/models/vgg-face.mat'.
"refinenet/libs/matconvnet/matlab/vl_setupnn.m",0.8069113,0,
"refinenet/libs/matconvnet/matlab/xtest/vl_bench_imreadjpeg.m",0.010518,1,Execution of script vl_imreadjpeg as a function is not supported:
C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\refinenet\libs\matconvnet\matlab\vl_imreadjpeg.m
"refinenet/libs/matconvnet/matlab/xtest/vl_test_bnorm.m",0.0862997,1,Execution of script vl_nnbnorm as a function is not supported:
C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\refinenet\libs\matconvnet\matlab\vl_nnbnorm.m
"refinenet/libs/matconvnet/matlab/xtest/vl_test_economic_relu.m",0.0406041,1,"Unrecognized field name ""weights""."
"refinenet/libs/matconvnet/matlab/xtest/vl_test_gpureset.m",47.1657154,1,Execution of script vl_nnconv as a function is not supported:
C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\refinenet\libs\matconvnet\matlab\vl_nnconv.m
